EAN,Marca,Nombre,Presentacion,Indicaciones,Categoria,Modo de uso,Beneficios,Propiedades,General
84294206700,Isdin,Pack Antioxidante Fotoultra Age Repair + 20 Ampollas,,"Protección contra el fotoenvejecimiento, combate los signos visibles de la edad.","Antioxidante, fotoprotección, anti-edad",Aplicar FotoUltra ISDIN Age Repair de uso diario. Usar Flavo-C Ultraglican para el día y Flavo-C Melatonin para la noche.,"Protege de la radiación UV y la polución, repara del daño solar acumulado, revierte signos visibles de la edad, restaura la belleza natural de la piel.","Vitamina C, Ultraglicanos, Ácido Hialurónico, Melatonin, VitA-Technology.",ISDIN Live Young Rutina Day & Night Antioxidante. Kits para el cuidado de la piel.
842942092393,Isdin,Pack Hidratante Fusion Water + 5 Ampollas Hyaluronic,,Protege e hidrata la piel. Previene el photoaging.,Hidratante y fotoprotección,,"Aporta hidratación intensa, absorción inmediata, alta protección UV, piel radiante.","Fotoprotector facial de fase acuosa, dos moléculas de ácido hialurónico.","ISDIN presenta LIVE YOUNG, una filosofía que nos invita a llevar hábitos de vida saludables."
842942024507,Isdin,Pack Isdceutics K-Ox Eyes + Mini Age Repair,5ml + Mini Age Repair 0ml,"Para el contorno de los ojos. Reduce bolsas, aclara ojeras y restaura elasticidad.",Cuidado del contorno de ojos,Dosifica una pulsación del tamaño de un grano de arroz en la yema del dedo y aplica en el contorno de los ojos. Usa el aplicador cerámico para masajear desde dentro hacia fuera y finaliza con ligeros toques hasta absorción completa.,"Disminuye volumen e hinchazón de bolsas, atenúa color de ojeras, aporta luminosidad, restaura elasticidad y firmeza.","Aqua, Glycerin, Isohexadecane, Isopropyl Myristate, PPG-5 Stearyl Ether, PEG-30 Dipolyhydroxystearate, Phytonadione Epoxide, Magnesium Sulfate, Phenoxyethanol, Cera Microcristallina, Parfum, CI 7789, Sodium Dextran Sulfate, Acrylates/C2-22 Alkyl Methacrylate Copolymer, Steareth-20, Hesperidin Methyl Chalcone, Disodium EDTA, Hydrolyzed Hyaluronic Acid, Ethylhexylglycerin, PEG-8, Pentylene Glycol, Tocopherol, Chlorhexidine Digluconate, N-Hydroxysuccinimide, Potassium Sorbate, BHT, Dipeptide-2, Ascorbyl Palmitate, Palmitoyl Tetrapeptide-7, Citric Acid, Ascorbic Acid, Chrysin, Palmitoyl Tripeptide-, Sodium Citrate, Biotin.",Nuevo aplicador cerámico con efecto frío. Kits para el cuidado de la piel.
842942089485,Isdin,Pack Photoaging Repair SPF50 50ml + 2 Ampollas,50ml + 2 Ampollas,"Prevención y reparación del fotoenvejecimiento, pérdida de firmeza, líneas finas de expresión.",Protector solar y tratamiento antienvejecimiento,,"Alta protección solar, reparación del daño solar acumulado, mejora de la luminosidad, recuperación de la elasticidad, retraso de los signos de envejecimiento.","Coenzima Q0, vitamina C, Ultraglicanos, Melatonina.",
842942090368,Isdin,Pack Photoaging Spot Prevent SFP50,50ml + 2 Ampollas,Dirigido a pieles que requieren protección solar alta y tratamiento anti photoaging.,Protector solar antiaging,,"Repara el daño solar a nivel celular, mejora la luminosidad y aspecto de la piel, promueve la producción de colágeno, reduce arrugas, proporciona hidratación intensa y mejora la elasticidad de la piel.","ADN Repairsomes®, lipopéptido Q0, Collagen Booster Peptide, ácido hialurónico, textura Fusion Water, alta protección SPF50.","Innovadora formulación ultraligera que permite rápida absorción, acabado sedoso sin brillos ni residuos, sensación de frescor, no irrita los ojos, triple acción anti photoaging."
84700090200,Isdin,Reparador Labial Stick,Barra 4G,Para labios secos y sensibles.,Bálsamos labiales,Aplicar sobre los labios tantas veces como se considere necesario.,Protege y repara incluso los labios más secos. Su textura en barra facilita la aplicación.,"Ácido hialurónico, Aceite de Jojoba, Vitamina E (Tocopheryl Acetate), Extracto de Granada. Probado dermatológicamente.",
842942027629,Isdin,Retinal Intense,50ml+Essential Cleans 27ml+Vital Eyes 4ml,"Indicado para reducir arrugas y líneas de expresión, mejorar la elasticidad y firmeza de la piel.",Sérum antiedad,"Dosifica 2 pulsaciones de producto y mezcla hasta obtener un color homogéneo. Aplica una fina capa sobre el rostro limpio y seco evitando el contorno de ojos y mucosas. A la mañana siguiente, protege tu piel con un fotoprotector. Si es la primera vez que usas un retinoide, sigue un periodo de retinización: primera semana, tres noches por semana; segunda, una noche sí, una noche no; a partir de la tercera, aumenta aplicaciones si no hay irritación.","Reduce arrugas y líneas de expresión en un 43%, rejuvenece la piel, renueva la superficie cutánea, repara daño acumulado, calma e hidrata la piel.","Retinaldehído, Bakuchiol, Vit-A-Tech, Melatonina, Niacinamida.","Es posible que durante las primeras aplicaciones provoque picor, enrojecimiento e incluso descamación. Kits."
8429420200678,Isdin,Hyaluronic Concentrate,Serum + Minitalla Regalo,"Para prevenir las primeras arrugas y líneas de expresión, disminuir la apariencia de los poros y aportar luminosidad.",Sérum facial,"Aplica mañana y noche sobre la piel limpia y seca del rostro, cuello y escote. Masajea con movimientos circulares hasta su total absorción.","Proporciona hidratación intensa, mantiene la función barrera de la piel, efecto plump, redensifica la piel, mejora tono y elasticidad, reduce apariencia del poro.","Ácido hialurónico puro de bajo y medio peso molecular, textura aqua-gel, ingredientes como Pseudoalteromonas Ferment Extract, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate.",
8429420200678,Isdin,Serum Hyaluronic Concentrate,Incluye Minitalla de Regalo,"Para prevenir las primeras arrugas y líneas de expresión, disminuir la apariencia de los poros y aportar luminosidad.",Sérum hidratante,"Aplica mañana y noche directamente sobre la piel limpia y seca del rostro, cuello y escote. Masajea con movimientos circulares hasta su total absorción.","Proporciona hidratación intensa, mantiene la función barrera de la piel, efecto plump, redensifica la piel, promueve tersura, firmeza, mejora el tono y elasticidad, reduce apariencia del poro.","Ácido hialurónico puro de bajo y medio peso molecular, Dimethicone, Pseudoalteromonas Ferment Extract, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate.",Cuidado Facial.
8429420200678,Isdin,Serum Hyaluronic Concentrate,Minitalla de regalo,"Indicado para piel que necesita hidratación intensa, prevenir primeras arrugas y líneas de expresión, y disminuir la apariencia de poros.",Sérum hidratante,"Aplicar mañana y noche sobre la piel limpia y seca del rostro, cuello y escote. Masajear con movimientos circulares hasta su total absorción.","Proporciona hidratación intensa, efecto plump, redensifica la piel, rellena arrugas, mejora tono y elasticidad, reduce apariencia de poros, aporta luminosidad.","Ácido hialurónico puro de bajo y medio peso molecular, Pseudoalteromonas Ferment Extract, Palmitoyl Tripeptide, Palmitoyl Tetrapeptide-7.",Cuidado Facial.
842942023692,Isdin,ISDINCEUTICS Retinal Intense Sérum,50ml,"Apto para todo tipo de pieles, incluidas las grasas, sensibles y con tendencia reactiva. Fórmula de alta tolerancia.",Antienvejecimiento,"Incluir en la rutina nocturna diaria. Aplicar sobre la piel limpia y seca, mezclando las dos fases del producto en la mano antes de aplicar en pómulos, frente, barbilla y cuello con suaves toquecitos. Espaciar aplicaciones si se nota tirantez o malestar, aplicando en noches alternas o solo 2 días a la semana al principio.","Reduce arrugas y líneas de expresión, protege de daños diarios, revitaliza, ilumina, reafirma, calma, nutre, hidrata, estimula defensas naturales, rápida absorción, acabado no graso.","Retinaldehído, Bakuchiol, VitA-Tech, Soothing Complex con niacinamida.","Sérum bifásico regenerador y exfoliante. Textura bifásica, suave y ligera. Adecuado para uso diario en la rutina nocturna. Producto de la línea IsdinCeutics."
84700095528,Isdin,Si Nails Pincel Fortalecedor De Uñas,"Envase de 2,5ml",Para personas con uñas débiles y frágiles o en contacto constante con productos irritantes.,Fortalecedor de uñas,"Realiza varias pulsaciones hasta humedecer el pincel. Aplica en el borde de la uña y cutícula, y con movimientos verticales cubre toda la superficie. Repite diariamente sobre uñas limpias y secas.","Promueve el crecimiento y resistencia de las uñas, favorece la remineralización y reestructuración, devuelve el aspecto natural, y proporciona hidratación.","Ácido Hialurónico Catiónico, Aceite de Lentisco, Silicio Orgánico.",Formato en click pen para fácil aplicación con acabado invisible. Resultados visibles en 4 días.
84294205763,Isdin,Fusion Water + Pigment Expert,Combo Isdin Fusion Water fps50 + 30 Ampollas Pigment Expert,"Todo tipo de piel, incluida piel atópica. Previene y trata manchas, hidrata intensamente, alta protección UV.",Tratamiento antimanchas y fotoprotección,"Aplicar generosamente sobre la piel seca o mojada, media hora antes de la exposición solar, y reaplicar cada 2 horas. Tras transpirar, nadar, o secarse con la toalla, repetir aplicación.","Previene y trata manchas, promueve la proliferación celular, alta protección UV, no irrita los ojos, textura ultraligera, apto para piel atópica, fórmula oil-free, puede aplicarse sobre piel húmeda, ingredientes biodegradables.","Ácido hialurónico, SPF50UVB y UVA, textura ultraligera, fórmula oil-free, ingredientes biodegradables.",Kits para el cuidado de la piel.
8470003808576,Isdin,Ureadin Crema Hidratación Intensa FPS20,50ml,Piel seca,Hidratante facial,Aplicar diariamente después de la rutina de higiene facial sobre rostro y cuello. Excelente como base de maquillaje.,"Hidrata intensamente, restaura el film hidrolipídico, previene el envejecimiento prematuro.","Urea ISDIN, omega-6, ceramidas, SPF 20, vitamina E.",Recomendamos su uso dentro de la rutina facial diaria de Ureadin Fusion.
8470006275,Isdin,Ureadin Fusion Fluid Hidrat Dermoactiva,Pack de 50ml,Todo tipo de piel,Hidratante facial,"Aplicar sobre la piel limpia y seca de la cara y el cuello, preferiblemente por la mañana, después de la rutina de higiene diaria.","Activa la renovación celular, previene los signos del envejecimiento celular, protege frente a la radiación solar, hidrata intensamente 24h.","Contiene creatina, antioxidantes, SPF 30, Urea ISDIN.",Excelente como base de maquillaje.
8470006484,Isdin,Ureadin Fusion Melting Crema Nutritiva,50ml,Piel normal/mixta,Crema nutritiva,"Aplicar sobre la piel limpia y seca de la cara y el cuello, preferiblemente por la noche, después de la limpieza facial. Para una nutrición extra, aplicar también por la mañana antes de su cuidado protector.","Activa la renovación celular, previene los signos del envejecimiento celular, refuerza la estructura cutánea, reequilibra el film hidrolipídico, mantiene la elasticidad de la piel, hidrata intensamente 24h.","Creatina, ceramida-3, manteca de shorea, Urea ISDIN.",Textura Melting Cream que se funde con la piel y maximiza la eficacia hidratante y nutritiva.
84700069880,Isdin,Ureadin Fusion Serum Lift Antiarrugas,30ml,Todo tipo de piel,Antiedad,Aplicar mañana y noche sobre la piel de rostro y cuello después de la rutina de higiene y antes del cuidado facial habitual.,"Corrige y previene arrugas profundas y líneas de expresión, efecto lifting inmediato y duradero, reduce signos del envejecimiento celular, textura ultraligera de absorción inmediata.","Extracto de células madre de manzana, Matrixyl synthe'6, creatina.","Para mejores resultados, recomendamos su uso dentro de la rutina facial diaria de Ureadin Fusion."
84294205220,Isdin,Ureadin Manos Plus Repair,50ml,,Crema de manos reparadora,Aplicar una pequeña cantidad sobre la piel y masajear hasta su absorción.,"Reduce la pérdida de agua, mantiene niveles óptimos de hidratación, mejora la función barrera, el sistema inmune, la función mecánica y flexibilidad de la piel, producción de colágeno, antioxidante, regenerador, anti-edad.","Contiene Urea, Panthenol, Aqua (Water), Glycerin, Cyclopentasiloxane, Cetearyl Alcohol, Ubiquinone.",Testeado dermatológicamente.
847000685254,Isdin,Ureadin Podos Db Crema Reparadora Pies Frágiles,00ml,"Piel del diabético, especialmente para pies frágiles.",Crema reparadora para pies,"Aplicar por la mañana y por la noche, realizando un ligero masaje sobre la piel de los pies. Uso habitual y prolongado recomendado.","Protege el pie de la fragilidad cutánea, ayuda a reparar fisuras y prevenir complicaciones, disminuye picor y molestias, hidrata intensamente y restaura la barrera cutánea.","Arginina, carnosina, rosa mosqueta, bioecolia, polidocanol, Urea ISDIN.",
84294204629,Isdin,Woman Crema Corporal Antiestrías,Envase de 245 gramos,Prevención y reducción de estrías durante el embarazo o cambios de masa corporal.,Antiestrías,"Aplicar dos veces al día (una por la mañana y otra al acostarse) sobre las zonas más distendidas, masajeando suavemente hasta su absorción.","Previene y reduce las estrías, potencia la elasticidad de la piel, hidratación intensa de rápida absorción.","Centella Asiática, Rosa Mosqueta, Manteca de Shorea, Vitamina E con acción antioxidante.",Única crema antiestrías con estudios clínicos en más de 500 mujeres. Valoración superior de su fórmula por sus características sensoriales.
842942044743,Isdin,Woman ISDIN® Reafirmante,50ml,"Recomendado para combatir la flacidez cutánea (postparto, adelgazamiento, dieta). Todo tipo de piel.",Crema corporal reafirmante,Aplicar 2 veces al día sobre las zonas distendidas masajeando suavemente hasta que la crema se absorba. Aplicar preferentemente sobre la piel limpia y seca.,"Reafirma, remodela y tonifica la piel. Mejora la firmeza y apariencia de la piel. Hidrata intensamente y tiene un efecto antioxidante. Ayuda a atenuar las estrías recientes.","Aceite de Rosa Mosqueta, Triterpenos de Centella asiática, Hidroxiprolisilano CN, Proteasyl, Vitamina E. Testado dermatológicamente. No sensibilizante.",Zona de aplicación: Corporal. Productos para el cuidado corporal.
84700082353,Isdin,Isdinceutics Age Reverse Day,50ml,Todo tipo de piel. Uso facial.,Antiage,Uso continuado. Aplicar en el rostro.,Redefine y remodela el óvalo facial. Protege de la polución y retrasa la formación de productos finales de glicación avanzada.,"Exo-P, Ácido hialurónico reticulado, Syn-Hycan, Carnosina.",
84294207240,Isdin,Isdinceutics Age Reverse Night,50ml,Ideal para pieles maduras de hombres y mujeres. Todo tipo de piel.,Crema Antiage,Aplicar por la noche en el rostro.,"Estimula las defensas antioxidantes, retrasa la formación de productos finales de glicación avanzada, mejora la funcionalidad del colágeno y la elastina, aumenta la sensación de bienestar.","Contiene Melatonina, Carnosina, Helichrysum Italicum.",Zona de aplicación: Facial. Pack Size: 50grs.
842942049205,Isdin,Isdinceutics Ampollas Antioxidantes Day&Night,2+2X 2ml C/u,Protección durante el día y reparación por la noche.,Antioxidante,Flavo-C Ultraglican: Utilizar cada mañana sobre la piel limpia y seca evitando el contorno de los ojos. Agitar antes de usar. Flavo-C Melatonin: Utilizar cada noche sobre la piel limpia y seca evitando el contorno de los ojos. Agitar antes de usar.,Ilumina y rellena la piel con efecto flash. Protege contra radicales libres. Repara el daño producido durante el día y prepara para el estrés oxidativo del día siguiente.,"Probado dermatológicamente, no comedogénico, oil free, no sensibilizante.",Uso externo. Mantener fuera del alcance de los niños. Evitar contacto con ojos y mucosas. Conservar la ampolla protegida de la luz.
842942022635,Isdin,Isdinceutics Essential Cleansing,200ml,,Limpiador facial,"Aplicar 2 o 3 pulsaciones en las manos secas y extender el aceite con movimientos circulares por todo el rostro seco. Para desmaquillar párpados y pestañas, usar la yema de los dedos y frotar suavemente con los ojos cerrados. Humedecer la piel con agua tibia y masajear hasta que se transforme en una emulsión ligera. Enjuagar con agua tibia y secar a toques con una toalla.","Limpia y elimina eficazmente el exceso de sebo, maquillaje y protección solar resistente al agua. Hidrata y respeta la barrera lipídica de la piel. Promueve un aspecto luminoso y radiante.","Helianthus Annuus (Sunflower) Seed Oil, Isopropyl Myristate, Caprylic/Capric Triglyceride, Ethylhexyl Palmitate, PEG-20 Glyceryl Triisostearate, Olea Europaea (Olive) Fruit Oil, Tocopherol, Sclareolide.","Transforma en una emulsión al contacto con el agua, dejando la piel suave e hidratada."
847000864826,Isdin,Isdinceutics Flavo C Day&Night Ampollas,,"Para cuidado facial, piel sensible.",Sérum antioxidante y reparador,Flavo-C Ultraglican: Utilizar cada mañana sobre la piel limpia y seca evitando el contorno de los ojos. Agitar antes de usar. Flavo-C Melatonin: Utilizar cada noche sobre la piel limpia y seca evitando el contorno de los ojos. Agitar antes de usar.,"Protege la piel de agresiones, aporta luminosidad e hidratación, acción antiaging, estimula defensas antioxidantes.","Vitamina C, UltraGlicanos, Ácido Hialurónico, Melatonina, proteoglicanos, pre-proteoglicanos.",Productos para el cuidado facial.
842942038346,Isdin,Isdinceutics Flavo C Noche Ampollas Antiedad,,Noche - Todo tipo de piel.,Serum antiedad,Utilizar cada noche sobre la piel limpia y seca evitando el contorno de los ojos. Agitar antes de usar. Uso externo. Conservar la ampolla protegida de la luz. Tapar la ampolla con el aplicador inmediatamente después de su uso.,"Actúa durante la noche estimulando las defensas antioxidantes de la piel, dejándola preparada contra el estrés oxidativo. Devuelve la luminosidad a la piel.",Vitamina C.,
847000864802,Isdin,Isdinceutics Flavo C Noche Serum Antioxidante,30 Ampollas,,Serum antioxidante,Utilizar cada noche sobre la piel limpia y seca evitando el contorno de los ojos. Agitar antes de usar. Uso externo. Conservar la ampolla protegida de la luz. Tapar la ampolla con el aplicador inmediatamente después de su uso.,"Estimula las defensas antioxidantes de la piel, prepara la piel contra el estrés oxidativo, devuelve la luminosidad.",Vitamina C,Solución facial en ampollas que trabaja mientras duermes.
8429420307,Isdin,Isdinceutics Flavo C Serum,30ml,Todo tipo de piel. Zona de aplicación: Facial.,Antioxidante,"Utilizar mañana y/o noche sobre la piel limpia antes del cuidado habitual. Aplicar 5 gotas en la palma de la mano y masajear con la yema de los dedos en rostro, cuello y escote evitando el contorno de los ojos.","Neutraliza los radicales libres, estimula la síntesis de colágeno, mejora la luminosidad de la piel, promueve la recuperación de la elasticidad, aporta hidratación y un aspecto rejuvenecido.",Alta concentración de vitamina C.,
842942038933,Isdin,Isdinceutics Flavo C Ultraglican Ampollas,Ampollas,Actúa visiblemente sobre la pérdida de firmeza y líneas finas de expresión.,Antioxidante e hidratante facial,"Agitar antes de usar. Utilizar cada mañana sobre la piel limpia y seca. Aplicar ½ ampolleta sobre cara, cuello y escote evitando el contorno de los ojos y realizar un ligero masaje hasta que el producto se absorba completamente. Una vez abierta, usar durante las siguientes 24 horas.","Ayuda a recuperar la luminosidad, facilita la recuperación de la elasticidad, retrasa los primeros signos de envejecimiento, previene efectos de los rayos UV y favorece la síntesis de colágeno.","Vitamina C, Ultraglicanos (combinación de proteoglicanos y pre-proteoglicanos).",
842942044699,Isdin,Isdinceutics Flavo C Ultraglican,30 ampollas,"Todo tipo de piel, zona de aplicación facial.",Antienvejecimiento,"Utilizar cada mañana sobre la piel limpia y seca. Agitar antes de usar. Aplicar ½ ampolla sobre cara, cuello y escote evitando el contorno de los ojos y realizar un ligero masaje hasta que el producto se absorba completamente. Una vez abierta, se recomienda su uso durante las siguientes 24 horas.","Recupera la luminosidad de la piel, facilita la recuperación de la elasticidad, previene los primeros signos de envejecimiento.","Vitamina C, Ultraglicanos (combinación de proteoglicanos y pre-proteoglicanos) que aceleran la producción de ácido hialurónico y proporcionan mayor hidratación.",
842942025078,Isdin,Isdinceutics Flavo-C Forte Sérum Intensivo,53ml,Todo tipo de piel,Sérum facial antiedad,"Reemplaza el tapón original por el que tiene vitamina C. Para activar el sérum, presiona el tapón hacia abajo y agita vigorosamente durante 30 segundos. Reemplaza el tapón por el gotero y aplica 3-4 gotas por todo el rostro, cuello y escote.","Revitaliza, ilumina, disminuye signos de fatiga, aumenta producción de colágeno, aporta firmeza, reduce arrugas, protege del estrés oxidativo y polución, aporta luminosidad inmediata, tono de piel más homogéneo, mantiene colágeno, hidrata, elasticidad, refuerza barrera cutánea.","5% de vitamina C pura y fresca, antioxidante, hidratante, antipolución, combate efectos de la luz azul, +55% colágeno, 24h de hidratación.","Innovador formato con vitamina C en polvo, eficacia demostrada en solo 0 días, estudios en explantes de piel humana tras estrés por radiación UV, polución y tabaco."
842942026068,Isdin,Isdinceutics Flavo-C Forte Sérum Intensivo,3 unidades x 5 ml,,Sérum facial intensivo,"Reemplaza el tapón original por el que tiene vitamina C. Para activar el sérum, presiona el tapón hacia abajo y agita vigorosamente durante 30 segundos. Reemplaza el tapón por el gotero y aplica 3-4 gotas por todo el rostro, cuello y escote.","Aporta luminosidad inmediata, mejora el tono de la piel, ayuda a mantener el colágeno, reduce arrugas, protege del daño oxidativo y polución, aporta hidratación, elasticidad y refuerza la barrera cutánea.","5% de vitamina C pura y fresca, antioxidantes, hidratantes, antipolución. Composición: Aqua, Ascorbic acid, Propanediol, Pentylene glycol, Hexylene glycol, Dimethicone, Sodium citrate, Dicaprylyl carbonate, 2-hexanediol, Tocopherol, Citric acid, Caesalpinia spinosa fruit extract, parfum, Xanthan gum, Kappaphycus alvarezii Extract, disodium EDTA, Hydrolyzed hyaluronic acid, Sodium hyaluronate.",Innovador formato con vitamina C en polvo que mantiene la vitamina C fresca y estable. Protege contra los efectos de la luz azul. Eficacia demostrada en solo 0 días. Producto para el cuidado facial.
842942064390,Isdin,Isdinceutics Hyaluronic Booster,Ampollas,Todo tipo de piel. Zona de aplicación: Facial.,Hidratante,Utilizar sobre la piel limpia y seca. Aplicar ½ ampolla sobre cara y cuello realizando un ligero masaje hasta que el producto se absorba completamente.,Ayuda a la piel a recuperar sus niveles de hidratación para conseguir una piel radiante e hidratada.,"Avanzada combinación de dos moléculas de ácido hialurónico, de medio y bajo peso molecular. Ingredientes: Aqua (Water), Propanediol, 2-Hexanediol, Alcohol Denat, Butylene Glycol, Sodium Benzoate, Disodium EDTA, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, PPG-26-Buteth-26, Phenoxyethanol, Biosaccharide Gum, PEG-40 Hydrogenated Castor Oil, Parfum (Fragrance), Dextran, Palmitoyl Tripeptide-8.",Sérum hidratante y calmante intensivo. Productos para el cuidado facial.
842942064406,Isdin,Isdinceutics Hyaluronic Booster,Ampollas,Todo tipo de piel. Zona de aplicación: Facial.,Hidratante,Utilizar sobre la piel limpia y seca. Aplicar ½ ampolla sobre cara y cuello realizando un ligero masaje hasta que el producto se absorba completamente.,Ayuda a la piel a recuperar sus niveles de hidratación para conseguir una piel radiante e hidratada.,Avanzada combinación de dos moléculas de ácido hialurónico de medio y bajo peso molecular.,Sérum hidratante y calmante intensivo.
842942066493,Isdin,Isdinceutics Instant Flash Ampolla Efecto Lifting,,Uso tópico para todo tipo de pieles.,Antiedad,"Aplicar sobre la piel limpia y seca antes de cualquier ocasión especial. Aplicar ½ ampolla sobre cara y cuello realizando un ligero masaje hasta que el producto se absorba completamente. Después de la aplicación, aplicar fotoprotector solar y después el maquillaje.","Efecto lifting inmediato y prolongado, atenúa arrugas y líneas de expresión, energiza la piel, reduce signos de fatiga y estrés, mejora la apariencia del rostro.","LiftFirm, Peptide Q0, LineBoost, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Pentapeptide-34Trifluoroacetate.",
842942065472,Isdin,Isdinceutics Instant Flash,5 Ampollas,Uso tópico para todo tipo de pieles.,"Efecto lifting, antiedad","Aplicar sobre la piel limpia y seca antes de cualquier ocasión especial. Aplicar ½ ampolla sobre cara y cuello realizando un ligero masaje hasta que el producto se absorba completamente. Después de la aplicación, aplicar fotoprotector solar y después el maquillaje.","Efecto lifting inmediato y prolongado, atenúa arrugas y líneas de expresión, energiza la piel, reduce signos de fatiga y estrés, mejora visiblemente la apariencia del rostro.","LiftFirm, Peptide Q0, LineBoost, Water/Aqua, Glycerin, Propanediol, Caesalpinia Spinosa Fruit Extract, Phenoxyethanol, Kappaphycus Alvarezii Extract, Biosaccharide Gum, Lens Esculenta (Lentil) Seed Extract, Ethylhexylglycerin, Disodium EDTA, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Xanthan Gum, Helichrysum Stoechas Extract, Fragrance/Parfum, 2-Hexanediol, Caprylyl Glycol, Sodium Hydroxide, Sodium Benzoate, Pentapeptide-34 Trifluoroacetate.",Día/Noche - Todos.
84294203374,Isdin,Isdinceutics K Ox Eyes,5ml,Todo tipo de piel. Zona de aplicación: Ojos.,Contorno de ojos,Aplicar diariamente extendiéndolo suavemente con ligeros toques de las yemas de los dedos sobre las bolsas y ojeras hasta su completa absorción.,"Reduce las bolsas, aclara el color de las ojeras, restaura la elasticidad de la piel, efecto tensor inmediato, disminuye el volumen de las bolsas, atenúa el color morado o pigmentado de las ojeras, protege de la pérdida de hidratación, mejora líneas de expresión, mirada más descansada y luminosa.",,
842942034,Isdin,Isdinceutics Melaclear Serum Corrector De Manchas,5ml,"Todo tipo de piel, zona de aplicación facial.",Serum corrector de manchas,"Aplicar unas gotas de serum en las zonas indicadas (rostro, escote, hombros, dorso de las manos) evitando el contorno de los ojos durante un período mínimo de 3 meses. Se recomienda evitar la exposición solar y aplicar un fotoprotector con FPS muy alto.","Promueve la renovación de las células de la piel, evita la oxidación de la melanina, disminuye progresivamente el tono de las manchas, devuelve a la piel su resplandor original, protección contra los radicales libres.","Vitamina C, ácido fítico, sistema ROS Modulator.",
8429420204454,Isdin,Isdinceutics Pack Age Reverse,Pack: AGE Reverse crema de día (50ml) + minitalla de AGE Reverse Night (7ml) + 2 ampollas antioxidantes (2x 2ml) + 2 ampollas reparadoras de noche (2x 2ml),,Antiedad,,"Triple acción antiedad: antipolución, remodelante y antiglicación. Redefine y remodela el óvalo facial. Protege de día y repara intensamente de noche.","Exo-P, Carnosina, Ácido hialurónico reticulado, Syn-Hycan, Melatonina.",Incluye rutina antioxidante con Flavo-C Melatonin & Ultraglican. Regalo: Mini talle de AGE REVERSE NIGHT.
8429420203754,Isdin,Isdinceutics Pack Flash,Instant flash x 5 ampollas + Agua Micellar 00ml + neceser de regalo,,Antiedad,,"Efecto lifting inmediato y prolongado, atenúa arrugas y líneas de expresión, energiza la piel, reduce signos de fatiga y estrés, mejora la apariencia del rostro.","LiftFirm, Peptide Q0, LineBoost.","Limpieza facial hidratante para todo tipo de pieles, desmaquilla incluso maquillaje resistente al agua, deja la piel tonificada e hidratada."
842942020426,Isdin,Isdinceutics Pack Hidratación,Hyaluronic Booster x30 ampollas + muestra K-ox + neceser,,Hidratante,,"Sérum hidratante y calmante intensivo, ayuda a recuperar los niveles de hidratación para una piel radiante, disminuye bolsas y aclara ojeras, restaura la elasticidad de la piel.",Dos moléculas de ácido hialurónico de medio y bajo peso molecular.,Incluye neceser de regalo.
84294205763,Isdin,Isdinceutics Pigment Expert,30 Ampollas Día,"Todo tipo de piel, tratamiento de manchas faciales.",Sérum corrector despigmentante,,"Ayuda a prevenir y tratar el tamaño y número de manchas, promueve la proliferación celular, ayuda a tener un tono de piel más joven, lucha contra los signos del fotoenvejecimiento.","Propiedades despigmentantes, agentes exfoliantes.",Zona de aplicación: Facial. Pack Size: 30 ampollas.
84294205765,Isdin,Isdinceutics Pigment Expert & Night Peel,Envases con 20 ampollas en total,"Indicado para piel con tono no uniforme, falta de luminosidad o manchas debido a la exposición solar.",Antimanchas,"Por la mañana, aplicar Pigment Expert sobre la piel limpia y seca de la cara, manos, cuello y/o escote, evitando el contorno de los ojos. Por la noche, aplicar Night Peel sobre la piel limpia y seca en todo el rostro, evitando el contorno de los ojos.","Corrige de día, renueva de noche, previene y trata manchas e imperfecciones, logra un tono de piel uniforme y radiante, acción iluminadora.","Pigment Block, Ácido Glicólico, Glicirrizato Dipotásico, AlphaComplex, HydraBoost.",Productos para el cuidado facial. Se recomienda utilizar también Isdin Micellar Solution y AGE REVERSE.
8429420200678,Isdin,Isdinceutics Serum Hyaluronic Concentrate,,"Para hidratar superficial y profundamente, rellenar la piel y prevenir las primeras arrugas y líneas de expresión.",Sérum hidratante,"Aplica mañana y noche sobre la piel limpia y seca del rostro, cuello y escote. Masajea con movimientos circulares hasta su total absorción.","Proporciona hidratación intensa, mantiene la función barrera de la piel, aporta efecto plump, redensifica la piel, promueve tersura y firmeza, mejora tono y elasticidad, reduce apariencia de poros.","Ácido hialurónico puro de bajo y medio peso molecular, textura aqua-gel.",Productos para el cuidado facial. Día/Noche.
